RecordID,Date,Year,Month,YearMonth,Type,Category,Department,Actual,Budget,Variance
R00558,2023-04-01,2023,4,2023-04,Expense,Marketing Spend,R&D,29748.03,24866.02,4882.01
R00559,2023-04-01,2023,4,2023-04,Expense,Rent & Utilities,R&D,12639.29,13062.47,-423.18
R00560,2023-04-01,2023,4,2023-04,Expense,Software & Tools,R&D,8601.8,7955.45,646.35
R00561,2023-04-01,2023,4,2023-04,Expense,Professional Services,R&D,6495.86,7471.25,-975.39
R00562,2023-04-01,2023,4,2023-04,Expense,Office Supplies,R&D,1828.88,2200.47,-371.59
R00563,2023-04-01,2023,4,2023-04,Expense,Training,R&D,3353.33,3015.46,337.87
R00564,2023-05-01,2023,5,2023-05,Revenue,Product Sales,R&D,331631.55,298222.68,33408.87
R00565,2023-05-01,2023,5,2023-05,Revenue,Service Revenue,R&D,162147.98,156413.15,5734.83
R00566,2023-05-01,2023,5,2023-05,Revenue,Subscription,Sales,206705.69,203527.85,3177.84
R00567,2023-05-01,2023,5,2023-05,Revenue,Licensing,Operations,71323.96,76248.76,-4924.8
R00568,2023-05-01,2023,5,2023-05,Expense,Marketing Spend,Sales,23084.78,26664.06,-3579.28
R00569,2023-05-01,2023,5,2023-05,Expense,Rent & Utilities,Sales,11564.57,13371.85,-1807.28
R00570,2023-05-01,2023,5,2023-05,Expense,Training,Sales,2973.67,3011.39,-37.72
R00571,2023-05-01,2023,5,2023-05,Expense,Salaries,Marketing,96312.09,86588.62,9723.47
R00572,2023-05-01,2023,5,2023-05,Expense,Marketing Spend,Marketing,55439.06,53478.87,1960.19
R00573,2023-05-01,2023,5,2023-05,Expense,Rent & Utilities,Marketing,11340.36,11854.45,-514.09
R00574,2023-05-01,2023,5,2023-05,Expense,Software & Tools,Marketing,7962.25,8662.76,-700.51
R00575,2023-05-01,2023,5,2023-05,Expense,Travel,Marketing,4907.26,5318.71,-411.44
R00576,2023-05-01,2023,5,2023-05,Expense,Professional Services,Marketing,8146.96,7303.52,843.44
R00577,2023-05-01,2023,5,2023-05,Expense,Office Supplies,Marketing,2116.08,1968.86,147.22
R00578,2023-05-01,2023,5,2023-05,Expense,Salaries,Operations,98933.38,83716.27,15217.11
R00579,2023-05-01,2023,5,2023-05,Expense,Marketing Spend,Operations,26765.28,24058.88,2706.4
R00580,2023-05-01,2023,5,2023-05,Expense,Rent & Utilities,Operations,13350.99,13119.73,231.26
R00581,2023-05-01,2023,5,2023-05,Expense,Software & Tools,Operations,9065.29,8942.68,122.61
R00582,2023-05-01,2023,5,2023-05,Expense,Professional Services,Operations,7803.57,7069.95,733.62
R00583,2023-05-01,2023,5,2023-05,Expense,Training,Operations,2766.6,3232.41,-465.81
R00584,2023-05-01,2023,5,2023-05,Expense,Salaries,IT,101582.51,95186.04,6396.47
R00585,2023-05-01,2023,5,2023-05,Expense,Rent & Utilities,IT,13179.61,11667.36,1512.24
R00586,2023-05-01,2023,5,2023-05,Expense,Software & Tools,IT,16426.99,14280.52,2146.47
R00587,2023-05-01,2023,5,2023-05,Expense,Travel,IT,5938.59,5064.25,874.34
R00588,2023-05-01,2023,5,2023-05,Expense,Professional Services,IT,8193.37,6826.6,1366.77
R00589,2023-05-01,2023,5,2023-05,Expense,Rent & Utilities,HR,11560.18,13117.49,-1557.31
R00590,2023-05-01,2023,5,2023-05,Expense,Travel,HR,4801.17,4877.97,-76.8
R00591,2023-05-01,2023,5,2023-05,Expense,Professional Services,HR,7758.47,7186.95,571.51
R00592,2023-05-01,2023,5,2023-05,Expense,Salaries,Finance,91417.38,87487.79,3929.59
R00593,2023-05-01,2023,5,2023-05,Expense,Professional Services,Finance,6255.96,7558.73,-1302.77
R00594,2023-05-01,2023,5,2023-05,Expense,Office Supplies,Finance,1964.51,1914.87,49.64
R00595,2023-05-01,2023,5,2023-05,Expense,Salaries,R&D,120273.52,123961.77,-3688.25
R00596,2023-05-01,2023,5,2023-05,Expense,Marketing Spend,R&D,22701.21,25335.98,-2634.77
R00597,2023-05-01,2023,5,2023-05,Expense,Software & Tools,R&D,7971.5,7745.59,225.91
R00598,2023-05-01,2023,5,2023-05,Expense,Professional Services,R&D,7846.2,7750.12,96.08
R00599,2023-05-01,2023,5,2023-05,Expense,Office Supplies,R&D,2271.82,1933.27,338.55
R00600,2023-06-01,2023,6,2023-06,Revenue,Product Sales,R&D,312685.65,313059.31,-373.66
R00601,2023-06-01,2023,6,2023-06,Revenue,Service Revenue,Operations,161575.86,153070.0,8505.86
R00602,2023-06-01,2023,6,2023-06,Revenue,Subscription,Operations,199263.6,208511.8,-9248.2
R00603,2023-06-01,2023,6,2023-06,Revenue,Licensing,Operations,73276.14,79038.65,-5762.51
R00604,2023-06-01,2023,6,2023-06,Expense,Salaries,Sales,105864.31,122204.47,-16340.16
R00605,2023-06-01,2023,6,2023-06,Expense,Marketing Spend,Sales,29636.7,24450.21,5186.49
R00606,2023-06-01,2023,6,2023-06,Expense,Software & Tools,Marketing,8657.18,8253.23,403.95
R00607,2023-06-01,2023,6,2023-06,Expense,Travel,Marketing,4607.59,4840.86,-233.27
R00608,2023-06-01,2023,6,2023-06,Expense,Professional Services,Marketing,6288.73,7358.24,-1069.51
R00609,2023-06-01,2023,6,2023-06,Expense,Office Supplies,Marketing,2282.51,1938.31,344.2
R00610,2023-06-01,2023,6,2023-06,Expense,Training,Marketing,3335.51,3169.33,166.19
R00611,2023-06-01,2023,6,2023-06,Expense,Salaries,Operations,98404.39,93735.99,4668.4
R00612,2023-06-01,2023,6,2023-06,Expense,Marketing Spend,Operations,24755.17,28034.36,-3279.19
R00613,2023-06-01,2023,6,2023-06,Expense,Software & Tools,Operations,9164.03,8034.18,1129.85
R00614,2023-06-01,2023,6,2023-06,Expense,Travel,Operations,4837.73,5440.58,-602.85
R00615,2023-06-01,2023,6,2023-06,Expense,Training,Operations,2858.13,3114.2,-256.07
R00616,2023-06-01,2023,6,2023-06,Expense,Marketing Spend,IT,22354.64,27533.17,-5178.54
R00617,2023-06-01,2023,6,2023-06,Expense,Rent & Utilities,IT,14186.61,11531.8,2654.8
R00618,2023-06-01,2023,6,2023-06,Expense,Travel,IT,5840.66,5170.41,670.25
R00619,2023-06-01,2023,6,2023-06,Expense,Professional Services,IT,6932.34,6889.59,42.75
R00620,2023-06-01,2023,6,2023-06,Expense,Office Supplies,IT,2359.62,2061.78,297.84
R00621,2023-06-01,2023,6,2023-06,Expense,Rent & Utilities,HR,11484.79,13052.58,-1567.8
R00622,2023-06-01,2023,6,2023-06,Expense,Travel,HR,4843.65,5177.45,-333.8
R00623,2023-06-01,2023,6,2023-06,Expense,Office Supplies,HR,2021.95,2210.28,-188.33
R00624,2023-06-01,2023,6,2023-06,Expense,Training,HR,2689.22,3171.95,-482.73
R00625,2023-06-01,2023,6,2023-06,Expense,Marketing Spend,Finance,25763.21,25793.94,-30.73
R00626,2023-06-01,2023,6,2023-06,Expense,Rent & Utilities,Finance,12938.71,12419.58,519.13
R00627,2023-06-01,2023,6,2023-06,Expense,Software & Tools,Finance,8255.82,8440.96,-185.14
R00628,2023-06-01,2023,6,2023-06,Expense,Travel,Finance,5752.45,4825.18,927.27
R00629,2023-06-01,2023,6,2023-06,Expense,Training,Finance,3085.23,3089.32,-4.09
R00630,2023-06-01,2023,6,2023-06,Expense,Salaries,R&D,111361.97,106542.57,4819.4
R00631,2023-06-01,2023,6,2023-06,Expense,Marketing Spend,R&D,28470.12,25103.78,3366.34
R00632,2023-06-01,2023,6,2023-06,Expense,Software & Tools,R&D,9268.14,8419.55,848.59
R00633,2023-06-01,2023,6,2023-06,Expense,Travel,R&D,5473.66,4821.32,652.34
R00634,2023-06-01,2023,6,2023-06,Expense,Professional Services,R&D,8217.87,6890.03,1327.84
R00635,2023-06-01,2023,6,2023-06,Expense,Office Supplies,R&D,2223.43,2207.22,16.22
R00636,2023-07-01,2023,7,2023-07,Revenue,Product Sales,Sales,273319.58,295226.42,-21906.84
R00637,2023-07-01,2023,7,2023-07,Revenue,Service Revenue,Operations,165040.47,160108.8,4931.67
R00638,2023-07-01,2023,7,2023-07,Revenue,Subscription,Operations,203718.33,200459.56,3258.77
R00639,2023-07-01,2023,7,2023-07,Revenue,Licensing,R&D,64725.44,70781.68,-6056.24
R00640,2023-07-01,2023,7,2023-07,Expense,Salaries,Sales,137556.68,118942.16,18614.52
R00641,2023-07-01,2023,7,2023-07,Expense,Travel,Sales,5350.26,5241.25,109.01
R00642,2023-07-01,2023,7,2023-07,Expense,Office Supplies,Sales,1968.35,2163.15,-194.8
R00643,2023-07-01,2023,7,2023-07,Expense,Training,Sales,3256.75,3193.11,63.64
R00644,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,Marketing,11127.93,11712.7,-584.77
R00645,2023-07-01,2023,7,2023-07,Expense,Software & Tools,Marketing,7500.93,8503.54,-1002.61
R00646,2023-07-01,2023,7,2023-07,Expense,Professional Services,Marketing,7998.57,7852.22,146.35
R00647,2023-07-01,2023,7,2023-07,Expense,Salaries,Operations,87043.58,82521.65,4521.94
R00648,2023-07-01,2023,7,2023-07,Expense,Marketing Spend,Operations,29199.05,27281.37,1917.68
R00649,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,Operations,12354.98,13112.43,-757.45
R00650,2023-07-01,2023,7,2023-07,Expense,Software & Tools,Operations,8038.93,8788.37,-749.44
R00651,2023-07-01,2023,7,2023-07,Expense,Travel,Operations,4541.08,5235.39,-694.31
R00652,2023-07-01,2023,7,2023-07,Expense,Training,Operations,3011.65,3095.1,-83.45
R00653,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,IT,13938.86,11506.18,2432.68
R00654,2023-07-01,2023,7,2023-07,Expense,Software & Tools,IT,12852.79,14719.55,-1866.76
R00655,2023-07-01,2023,7,2023-07,Expense,Travel,IT,5218.22,4921.8,296.42
R00656,2023-07-01,2023,7,2023-07,Expense,Office Supplies,IT,2243.43,2228.64,14.79
R00657,2023-07-01,2023,7,2023-07,Expense,Training,IT,3136.14,3059.55,76.58
R00658,2023-07-01,2023,7,2023-07,Expense,Salaries,HR,85373.39,92526.09,-7152.7
R00659,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,HR,13779.69,12542.07,1237.62
R00660,2023-07-01,2023,7,2023-07,Expense,Office Supplies,HR,1872.43,2237.09,-364.66
R00661,2023-07-01,2023,7,2023-07,Expense,Training,HR,3566.9,3135.93,430.96
R00662,2023-07-01,2023,7,2023-07,Expense,Salaries,Finance,77773.49,84282.17,-6508.68
R00663,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,Finance,12088.51,12107.01,-18.5
R00664,2023-07-01,2023,7,2023-07,Expense,Software & Tools,Finance,8289.68,7827.52,462.16
R00665,2023-07-01,2023,7,2023-07,Expense,Professional Services,Finance,7006.57,7249.72,-243.15
R00666,2023-07-01,2023,7,2023-07,Expense,Office Supplies,Finance,2388.79,2095.1,293.69
R00667,2023-07-01,2023,7,2023-07,Expense,Training,Finance,3220.04,2946.07,273.97
R00668,2023-07-01,2023,7,2023-07,Expense,Salaries,R&D,131149.31,119949.61,11199.69
R00669,2023-07-01,2023,7,2023-07,Expense,Rent & Utilities,R&D,12600.77,11817.74,783.04
R00670,2023-07-01,2023,7,2023-07,Expense,Software & Tools,R&D,9165.02,8128.55,1036.46
R00671,2023-07-01,2023,7,2023-07,Expense,Office Supplies,R&D,2084.65,2139.03,-54.39
R00672,2023-07-01,2023,7,2023-07,Expense,Training,R&D,3429.52,3142.38,287.15
R00673,2023-08-01,2023,8,2023-08,Revenue,Product Sales,Sales,256174.08,280865.16,-24691.08
R00674,2023-08-01,2023,8,2023-08,Revenue,Service Revenue,R&D,145040.07,148870.23,-3830.16
R00675,2023-08-01,2023,8,2023-08,Revenue,Subscription,R&D,172657.58,190946.42,-18288.84
R00676,2023-08-01,2023,8,2023-08,Revenue,Licensing,Sales,75994.69,70497.78,5496.91
R00677,2023-08-01,2023,8,2023-08,Expense,Marketing Spend,Sales,27800.38,24535.61,3264.77
R00678,2023-08-01,2023,8,2023-08,Expense,Professional Services,Sales,7483.14,7395.46,87.69
R00679,2023-08-01,2023,8,2023-08,Expense,Office Supplies,Sales,2054.08,1926.24,127.84
R00680,2023-08-01,2023,8,2023-08,Expense,Salaries,Marketing,76671.29,90956.61,-14285.32
R00681,2023-08-01,2023,8,2023-08,Expense,Marketing Spend,Marketing,49211.36,61497.85,-12286.49
R00682,2023-08-01,2023,8,2023-08,Expense,Software & Tools,Marketing,7305.81,8658.95,-1353.15
R00683,2023-08-01,2023,8,2023-08,Expense,Travel,Marketing,4891.82,5192.86,-301.04
R00684,2023-08-01,2023,8,2023-08,Expense,Professional Services,Marketing,7416.96,7211.54,205.42
R00685,2023-08-01,2023,8,2023-08,Expense,Salaries,Operations,94386.0,93979.14,406.86
R00686,2023-08-01,2023,8,2023-08,Expense,Marketing Spend,Operations,25558.96,26424.81,-865.85
R00687,2023-08-01,2023,8,2023-08,Expense,Travel,Operations,5973.95,4833.48,1140.47
R00688,2023-08-01,2023,8,2023-08,Expense,Professional Services,Operations,7586.19,7045.22,540.98
R00689,2023-08-01,2023,8,2023-08,Expense,Office Supplies,Operations,1962.63,1998.81,-36.19
R00690,2023-08-01,2023,8,2023-08,Expense,Training,Operations,3561.35,2980.6,580.76
R00691,2023-08-01,2023,8,2023-08,Expense,Software & Tools,IT,16647.54,15041.24,1606.3
R00692,2023-08-01,2023,8,2023-08,Expense,Training,IT,3338.14,3134.27,203.87
R00693,2023-08-01,2023,8,2023-08,Expense,Rent & Utilities,HR,14331.96,11660.94,2671.03
R00694,2023-08-01,2023,8,2023-08,Expense,Software & Tools,HR,7182.23,8109.38,-927.15
R00695,2023-08-01,2023,8,2023-08,Expense,Professional Services,HR,6200.37,7789.12,-1588.75
R00696,2023-08-01,2023,8,2023-08,Expense,Rent & Utilities,Finance,12102.23,12925.58,-823.35
R00697,2023-08-01,2023,8,2023-08,Expense,Software & Tools,Finance,8787.77,7687.01,1100.75
R00698,2023-08-01,2023,8,2023-08,Expense,Travel,Finance,5276.64,5309.9,-33.26
R00699,2023-08-01,2023,8,2023-08,Expense,Training,Finance,2746.48,3304.18,-557.7
R00700,2023-08-01,2023,8,2023-08,Expense,Marketing Spend,R&D,28668.18,24927.68,3740.5
R00701,2023-08-01,2023,8,2023-08,Expense,Rent & Utilities,R&D,11151.62,12899.55,-1747.93
R00702,2023-08-01,2023,8,2023-08,Expense,Travel,R&D,5766.91,5117.89,649.02
R00703,2023-08-01,2023,8,2023-08,Expense,Professional Services,R&D,6520.69,7007.63,-486.94
R00704,2023-08-01,2023,8,2023-08,Expense,Office Supplies,R&D,2131.95,2193.89,-61.94
R00705,2023-08-01,2023,8,2023-08,Expense,Training,R&D,2857.24,2887.21,-29.97
R00706,2023-09-01,2023,9,2023-09,Revenue,Product Sales,Sales,251561.11,267791.92,-16230.81
R00707,2023-09-01,2023,9,2023-09,Revenue,Service Revenue,R&D,129631.3,148069.72,-18438.42
R00708,2023-09-01,2023,9,2023-09,Revenue,Subscription,Operations,195892.97,179208.95,16684.02
R00709,2023-09-01,2023,9,2023-09,Revenue,Licensing,Operations,60575.58,68747.21,-8171.63
R00710,2023-09-01,2023,9,2023-09,Expense,Salaries,Sales,113908.21,119862.93,-5954.71
R00711,2023-09-01,2023,9,2023-09,Expense,Marketing Spend,Sales,26493.65,24419.01,2074.65
R00712,2023-09-01,2023,9,2023-09,Expense,Travel,Sales,4667.45,5517.82,-850.36
R00713,2023-09-01,2023,9,2023-09,Expense,Training,Sales,3028.69,2921.69,107.0
R00714,2023-09-01,2023,9,2023-09,Expense,Salaries,Marketing,95905.6,91441.51,4464.09
R00715,2023-09-01,2023,9,2023-09,Expense,Travel,Marketing,4950.98,5566.45,-615.47
R00716,2023-09-01,2023,9,2023-09,Expense,Professional Services,Marketing,8221.06,7660.56,560.5
R00717,2023-09-01,2023,9,2023-09,Expense,Office Supplies,Marketing,2120.55,2201.99,-81.44
R00718,2023-09-01,2023,9,2023-09,Expense,Rent & Utilities,Operations,12020.66,13351.25,-1330.58
R00719,2023-09-01,2023,9,2023-09,Expense,Travel,Operations,4485.98,5253.77,-767.8
R00720,2023-09-01,2023,9,2023-09,Expense,Salaries,IT,81882.22,93711.23,-11829.01
R00721,2023-09-01,2023,9,2023-09,Expense,Marketing Spend,IT,24271.83,24459.14,-187.31
R00722,2023-09-01,2023,9,2023-09,Expense,Travel,IT,5161.63,5311.77,-150.14
R00723,2023-09-01,2023,9,2023-09,Expense,Office Supplies,IT,2079.11,2041.77,37.34
R00724,2023-09-01,2023,9,2023-09,Expense,Salaries,HR,78083.12,90301.3,-12218.17
R00725,2023-09-01,2023,9,2023-09,Expense,Rent & Utilities,HR,13823.93,11853.05,1970.88
R00726,2023-09-01,2023,9,2023-09,Expense,Travel,HR,5542.66,5092.81,449.85
R00727,2023-09-01,2023,9,2023-09,Expense,Rent & Utilities,Finance,12085.89,13340.24,-1254.35
R00728,2023-09-01,2023,9,2023-09,Expense,Software & Tools,Finance,8911.79,8951.78,-39.98
R00729,2023-09-01,2023,9,2023-09,Expense,Travel,Finance,5484.22,5173.5,310.72
R00730,2023-09-01,2023,9,2023-09,Expense,Office Supplies,Finance,1794.84,2135.53,-340.7
R00731,2023-09-01,2023,9,2023-09,Expense,Marketing Spend,R&D,22878.96,26782.26,-3903.3
R00732,2023-09-01,2023,9,2023-09,Expense,Rent & Utilities,R&D,14019.04,13155.45,863.59
R00733,2023-09-01,2023,9,2023-09,Expense,Professional Services,R&D,7795.86,7082.27,713.59
R00734,2023-09-01,2023,9,2023-09,Expense,Training,R&D,3330.47,3308.52,21.94
R00735,2023-10-01,2023,10,2023-10,Revenue,Product Sales,Sales,237582.37,264214.94,-26632.57
R00736,2023-10-01,2023,10,2023-10,Revenue,Service Revenue,R&D,134527.29,144749.03,-10221.74
R00737,2023-10-01,2023,10,2023-10,Revenue,Subscription,R&D,165997.25,171407.12,-5409.87
R00738,2023-10-01,2023,10,2023-10,Revenue,Licensing,R&D,67943.75,63909.72,4034.03
R00739,2023-10-01,2023,10,2023-10,Expense,Marketing Spend,Sales,24171.55,23993.02,178.53
R00740,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,Sales,13502.64,12515.86,986.78
R00741,2023-10-01,2023,10,2023-10,Expense,Software & Tools,Sales,7999.86,7656.2,343.66
R00742,2023-10-01,2023,10,2023-10,Expense,Travel,Sales,5428.48,5594.53,-166.05
R00743,2023-10-01,2023,10,2023-10,Expense,Office Supplies,Sales,2328.7,2174.25,154.45
R00744,2023-10-01,2023,10,2023-10,Expense,Salaries,Marketing,85695.1,85612.44,82.66
R00745,2023-10-01,2023,10,2023-10,Expense,Marketing Spend,Marketing,52536.52,54880.92,-2344.4
R00746,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,Marketing,13406.43,12427.7,978.73
R00747,2023-10-01,2023,10,2023-10,Expense,Software & Tools,Marketing,9462.64,8909.35,553.29
R00748,2023-10-01,2023,10,2023-10,Expense,Office Supplies,Marketing,2368.77,1938.76,430.01
R00749,2023-10-01,2023,10,2023-10,Expense,Training,Marketing,2862.96,2968.16,-105.2
R00750,2023-10-01,2023,10,2023-10,Expense,Salaries,Operations,91646.41,92379.02,-732.61
R00751,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,Operations,13644.85,12751.47,893.37
R00752,2023-10-01,2023,10,2023-10,Expense,Software & Tools,Operations,8754.63,8000.39,754.24
R00753,2023-10-01,2023,10,2023-10,Expense,Travel,Operations,5851.28,5025.7,825.58
R00754,2023-10-01,2023,10,2023-10,Expense,Professional Services,Operations,8132.07,7521.95,610.11
R00755,2023-10-01,2023,10,2023-10,Expense,Office Supplies,Operations,1859.92,1916.21,-56.29
R00756,2023-10-01,2023,10,2023-10,Expense,Salaries,IT,78700.97,94877.02,-16176.05
R00757,2023-10-01,2023,10,2023-10,Expense,Marketing Spend,IT,23986.77,26002.51,-2015.74
R00758,2023-10-01,2023,10,2023-10,Expense,Software & Tools,IT,13963.79,15711.54,-1747.75
R00759,2023-10-01,2023,10,2023-10,Expense,Travel,IT,5272.66,5144.1,128.56
R00760,2023-10-01,2023,10,2023-10,Expense,Professional Services,IT,6550.0,7216.57,-666.57
R00761,2023-10-01,2023,10,2023-10,Expense,Office Supplies,IT,1799.19,2194.37,-395.18
R00762,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,HR,14204.59,11874.82,2329.77
R00763,2023-10-01,2023,10,2023-10,Expense,Salaries,Finance,86729.13,89723.33,-2994.19
R00764,2023-10-01,2023,10,2023-10,Expense,Marketing Spend,Finance,26954.28,28001.7,-1047.42
R00765,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,Finance,13575.48,13294.49,280.98
R00766,2023-10-01,2023,10,2023-10,Expense,Professional Services,Finance,8322.44,7579.71,742.73
R00767,2023-10-01,2023,10,2023-10,Expense,Office Supplies,Finance,2065.59,2152.66,-87.07
R00768,2023-10-01,2023,10,2023-10,Expense,Training,Finance,3251.62,3203.17,48.45
R00769,2023-10-01,2023,10,2023-10,Expense,Salaries,R&D,117163.88,119914.46,-2750.58
R00770,2023-10-01,2023,10,2023-10,Expense,Marketing Spend,R&D,22194.4,23957.6,-1763.2
R00771,2023-10-01,2023,10,2023-10,Expense,Rent & Utilities,R&D,14075.67,11938.22,2137.45
R00772,2023-10-01,2023,10,2023-10,Expense,Travel,R&D,4921.81,5489.57,-567.77
R00773,2023-10-01,2023,10,2023-10,Expense,Office Supplies,R&D,2035.51,1923.31,112.2
R00774,2023-10-01,2023,10,2023-10,Expense,Training,R&D,3272.04,2929.56,342.48
R00775,2023-11-01,2023,11,2023-11,Revenue,Product Sales,R&D,256373.97,267298.14,-10924.17
R00776,2023-11-01,2023,11,2023-11,Revenue,Service Revenue,Sales,158089.21,142454.25,15634.96
R00777,2023-11-01,2023,11,2023-11,Revenue,Subscription,Sales,191316.0,177728.63,13587.37
R00778,2023-11-01,2023,11,2023-11,Revenue,Licensing,R&D,59941.09,64528.14,-4587.05
R00779,2023-11-01,2023,11,2023-11,Expense,Marketing Spend,Sales,28242.88,24964.17,3278.72
R00780,2023-11-01,2023,11,2023-11,Expense,Software & Tools,Sales,8710.95,7974.42,736.53
R00781,2023-11-01,2023,11,2023-11,Expense,Travel,Sales,5852.45,4868.7,983.75
R00782,2023-11-01,2023,11,2023-11,Expense,Professional Services,Sales,6670.34,6742.95,-72.6
R00783,2023-11-01,2023,11,2023-11,Expense,Office Supplies,Sales,1877.34,2202.06,-324.72
R00784,2023-11-01,2023,11,2023-11,Expense,Training,Sales,3541.63,3160.75,380.88
R00785,2023-11-01,2023,11,2023-11,Expense,Salaries,Marketing,90523.96,88636.18,1887.77
R00786,2023-11-01,2023,11,2023-11,Expense,Rent & Utilities,Marketing,11929.82,13266.93,-1337.11
R00787,2023-11-01,2023,11,2023-11,Expense,Professional Services,Marketing,7892.32,7252.44,639.88
R00788,2023-11-01,2023,11,2023-11,Expense,Office Supplies,Marketing,1895.72,2110.33,-214.61
R00789,2023-11-01,2023,11,2023-11,Expense,Training,Marketing,2962.34,3297.23,-334.89
R00790,2023-11-01,2023,11,2023-11,Expense,Salaries,Operations,77027.12,82304.04,-5276.93
R00791,2023-11-01,2023,11,2023-11,Expense,Rent & Utilities,Operations,12140.84,13100.76,-959.92
R00792,2023-11-01,2023,11,2023-11,Expense,Travel,Operations,5502.04,5425.57,76.47
R00793,2023-11-01,2023,11,2023-11,Expense,Office Supplies,Operations,2314.55,2093.01,221.54
R00794,2023-11-01,2023,11,2023-11,Expense,Training,Operations,3050.01,2889.16,160.86
R00795,2023-11-01,2023,11,2023-11,Expense,Salaries,IT,95442.3,81328.16,14114.14
R00796,2023-11-01,2023,11,2023-11,Expense,Marketing Spend,IT,26175.58,24147.28,2028.3
R00797,2023-11-01,2023,11,2023-11,Expense,Software & Tools,IT,14096.3,14506.21,-409.91
R00798,2023-11-01,2023,11,2023-11,Expense,Travel,IT,4422.3,5390.81,-968.52
R00799,2023-11-01,2023,11,2023-11,Expense,Office Supplies,IT,2181.74,2160.5,21.24
R00800,2023-11-01,2023,11,2023-11,Expense,Salaries,HR,83173.73,85928.97,-2755.25
R00801,2023-11-01,2023,11,2023-11,Expense,Software & Tools,HR,7997.87,8855.06,-857.19
R00802,2023-11-01,2023,11,2023-11,Expense,Training,HR,3204.84,3200.38,4.46
R00803,2023-11-01,2023,11,2023-11,Expense,Salaries,Finance,89580.06,91360.63,-1780.57
R00804,2023-11-01,2023,11,2023-11,Expense,Marketing Spend,Finance,28188.93,26348.49,1840.43
R00805,2023-11-01,2023,11,2023-11,Expense,Software & Tools,Finance,7734.25,8455.19,-720.93
R00806,2023-11-01,2023,11,2023-11,Expense,Travel,Finance,5534.5,5415.49,119.01
R00807,2023-11-01,2023,11,2023-11,Expense,Professional Services,Finance,7310.26,7290.36,19.9
R00808,2023-11-01,2023,11,2023-11,Expense,Office Supplies,Finance,2350.15,2188.99,161.15
R00809,2023-11-01,2023,11,2023-11,Expense,Marketing Spend,R&D,29283.76,26809.52,2474.24
R00810,2023-11-01,2023,11,2023-11,Expense,Travel,R&D,5679.03,4946.44,732.59
R00811,2023-11-01,2023,11,2023-11,Expense,Professional Services,R&D,6920.97,7837.39,-916.41
R00812,2023-12-01,2023,12,2023-12,Revenue,Product Sales,R&D,293733.0,280282.66,13450.34
R00813,2023-12-01,2023,12,2023-12,Revenue,Service Revenue,Operations,148754.21,144250.3,4503.91
R00814,2023-12-01,2023,12,2023-12,Revenue,Subscription,Operations,170684.37,191017.3,-20332.93
R00815,2023-12-01,2023,12,2023-12,Revenue,Licensing,R&D,61550.24,71603.4,-10053.16
R00816,2023-12-01,2023,12,2023-12,Expense,Salaries,Sales,131322.97,133071.84,-1748.88
R00817,2023-12-01,2023,12,2023-12,Expense,Marketing Spend,Sales,23932.79,26852.26,-2919.47
R00818,2023-12-01,2023,12,2023-12,Expense,Software & Tools,Sales,9485.72,7723.18,1762.54
R00819,2023-12-01,2023,12,2023-12,Expense,Travel,Sales,5540.79,5501.72,39.07
R00820,2023-12-01,2023,12,2023-12,Expense,Professional Services,Sales,7935.21,7341.39,593.81
R00821,2023-12-01,2023,12,2023-12,Expense,Office Supplies,Sales,1850.19,2201.57,-351.38
R00822,2023-12-01,2023,12,2023-12,Expense,Training,Sales,2941.96,3015.19,-73.23
R00823,2023-12-01,2023,12,2023-12,Expense,Software & Tools,Marketing,8631.69,8415.51,216.18
R00824,2023-12-01,2023,12,2023-12,Expense,Office Supplies,Marketing,2188.59,1930.85,257.74
R00825,2023-12-01,2023,12,2023-12,Expense,Training,Marketing,2921.22,3023.54,-102.32
R00826,2023-12-01,2023,12,2023-12,Expense,Salaries,Operations,91616.68,86052.8,5563.87
R00827,2023-12-01,2023,12,2023-12,Expense,Rent & Utilities,Operations,10863.91,13046.61,-2182.7
R00828,2023-12-01,2023,12,2023-12,Expense,Software & Tools,Operations,8152.19,8566.86,-414.68
R00829,2023-12-01,2023,12,2023-12,Expense,Travel,Operations,4508.27,5095.1,-586.83
R00830,2023-12-01,2023,12,2023-12,Expense,Marketing Spend,IT,25363.0,27043.91,-1680.91
R00831,2023-12-01,2023,12,2023-12,Expense,Rent & Utilities,IT,11648.28,12033.35,-385.07
R00832,2023-12-01,2023,12,2023-12,Expense,Software & Tools,IT,17134.2,13939.67,3194.53
R00833,2023-12-01,2023,12,2023-12,Expense,Travel,IT,4699.81,5591.6,-891.79
R00834,2023-12-01,2023,12,2023-12,Expense,Professional Services,IT,7069.46,7557.09,-487.62
R00835,2023-12-01,2023,12,2023-12,Expense,Training,IT,2976.35,3068.89,-92.54
R00836,2023-12-01,2023,12,2023-12,Expense,Salaries,HR,80585.43,88160.11,-7574.68
